TEMP.no.negatives.2,DO,vel_cm_s,meanHSIo,WDP,ZICE,ZSNOW,Perimeter,Hectares,max_depth,avg_fetch,sdi,econ,pct_outl,num_outl,pct_aqveg,CHLcal,FDD,dis_z_score,OBJECTID,SHEETBAR,FLDNUM,Month,Day,Year,uniq_id,AQUA_CODE,AQUA_DESC,pool,DEPTH_HSI_2m,TEMP_HSI,DO_HSI,VELOCITY_HSI,HSI_winter_cover,HSI_Winter_water_quality,HSI_winter_other
3.6,15.8,0,0.95,0.54,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,44.1626,-18.5,-0.593698885,19900,46011917,6,1,26,2006,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.93,1,1,1,0.95,1
2.6,16,0,0.85,2.49,1,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,37.6295,-18.5,-0.593698885,19902,46011922,6,1,26,2006,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.77,1,1,1,0.85,1
0.5,13,12,0,2.6,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,5.4225,402,-0.169766164,20050,46012791,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.25,1,0.93,1,0.25,0
0.5,14.8,16,0,2.7,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,4.8215,402,-0.169766164,20051,46012792,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.25,1,0.9,1,0.25,0
0.8,12.9,12,0,2.7,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,1.2155,402,-0.169766164,20052,46012793,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.4,1,0.93,1,0.4,0
1,12.2,13,0,2.8,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,0.8549,402,-0.169766164,20053,46012794,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.5,1,0.92,1,0.67,0
0.6,13.4,20,0,2.7,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,5.3023,402,-0.169766164,20054,46012795,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.3,1,0.88,1,0.3,0
0.8,15.9,18,0,2.9,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,6.2639,402,-0.169766164,20055,46012799,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.4,1,0.89,1,0.4,0
0.7,14.1,30,0,3.8,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,5.6629,402,-0.169766164,20057,46012801,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.35,1,0.82,1,0.35,0
0.7,13.3,30,0,4.8,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,7.1053,402,-0.169766164,20058,46012802,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.35,1,0.82,1,0.35,0
0.8,13.2,30,0,4.4,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,4.9417,402,-0.169766164,20059,46012803,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.4,1,0.82,1,0.4,0
1.6,12.6,7,0.365,2.6,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,1.4559,402,-0.169766164,20060,46012804,6,1,26,2007,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.6,1,0.96,1,0.73,0
0.6,15.2,2,0.3,1.4,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,9.7215,213.5,-0.507872016,20564,46020144,6,1,26,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.3,1,0.99,1,0.3,0.19
1.6,14.3,1,0.705,2.1,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,10.13016,213.5,-0.541682601,20644,46020219,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.6,1,0.99,1,0.73,0.4
1.1,14.3,1,0.665,2.7,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,9.7215,213.5,-0.541682601,20647,46020221,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.52,1,0.99,1,0.68,0.4
2,14.4,1,0.735,1.8,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,8.76796,213.5,-0.541682601,20649,46020222,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.67,1,0.99,1,0.78,0.4
1.3,14.5,1,0.68,2.4,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,9.7215,213.5,-0.541682601,20651,46020223,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.55,1,0.99,1,0.7,0.4
1.1,14.4,1,0.665,1.9,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,10.94748,213.5,-0.541682601,20653,46020224,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.52,1,0.99,1,0.68,0.4
1.8,14.4,1,0.73,1.2,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,11.35614,213.5,-0.541682601,20656,46020226,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.63,1,0.99,1,0.75,0.4
1.5,14.8,0,0.71,1.8,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,9.31284,213.5,-0.541682601,20658,46020227,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.58,1,1,1,0.72,1
2.1,15.2,0,0.795,0.9,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,9.85772,213.5,-0.541682601,20660,46020228,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.68,1,1,1,0.79,1
2.3,15.3,0,0.81,0.8,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,10.13016,213.5,-0.541682601,20663,46020230,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.72,1,1,1,0.81,1
2.4,15.5,0,0.82,0.7,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,13.39944,213.5,-0.541682601,20666,46020232,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.73,1,1,1,0.82,1
1.9,15.7,0,0.77,0.9,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,5.6349,213.5,-0.541682601,20669,46020234,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.65,1,1,1,0.77,1
3.4,14.6,0,0.93,0.7,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,10.94748,213.5,-0.541682601,20671,46020235,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.9,1,1,1,0.93,1
1.9,15.3,0,0.77,0.9,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,5.6349,213.5,-0.541682601,20673,46020236,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.65,1,1,1,0.77,1
2.5,15.4,0,0.83,0.7,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,4.81758,213.5,-0.541682601,20676,46020238,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.75,1,1,1,0.83,1
2.3,15.7,0,0.805,0.9,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,6.72466,213.5,-0.541682601,20679,46020240,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.72,1,1,1,0.81,1
2.6,15.8,0,0.85,0.9,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,9.99394,213.5,-0.541682601,20681,46020241,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.77,1,1,1,0.85,1
2.8,15.8,0,0.87,0.8,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,10.26638,213.5,-0.541682601,20684,46020243,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.8,1,1,1,0.87,1
2.9,15.8,0,0.875,0.8,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,24.97814,213.5,-0.541682601,20686,46020244,6,1,30,2015,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.82,1,1,1,0.88,1
1.2,11.5,0,0.69,2.31,9,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,1.7587,-105,-0.312810948,20759,46021083,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.53,1,1,1,0.69,1
0.9,12.2,23,0,2.7,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,2.52375,-105,-0.312810948,20760,46021084,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.45,1,0.86,1,0.63,0
0.8,12.1,28,0,3.4,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,2.21773,-105,-0.312810948,20761,46021085,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.4,1,0.83,1,0.4,0
0.9,12.1,29,0,3.1,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,2.37074,-105,-0.312810948,20762,46021086,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.45,1,0.83,1,0.63,0
1.8,11,23,0,3.1,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,1.60569,-105,-0.312810948,20763,46021087,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.63,1,0.86,1,0.75,0
0.9,12.3,16,0,3.1,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,2.52375,-105,-0.312810948,20764,46021088,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.45,1,0.9,1,0.63,0
1.6,10.5,19,0,1.5,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,1.29967,-105,-0.312810948,20765,46021089,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.6,1,0.89,1,0.73,0
0.9,12.4,2,0.52,2.3,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,2.52375,-105,-0.312810948,20766,46021090,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.45,1,0.99,1,0.63,0.19
1,10.6,17,0,2.6,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,1.45268,-105,-0.312810948,20767,46021091,6,1,28,2016,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,0.5,1,0.9,1,0.67,0
6.2,11.9,0,1,1.66,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,22.00262,175,0.012290832,20780,46021933,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,1,1,1,1
6.4,11.3,3,0,1.85,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,17.5032,175,0.012290832,20781,46021934,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.98,1,1,0
5.7,11.8,7,0,1.72,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,5.83805,175,0.012290832,20782,46021935,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.96,1,1,0
4,11.9,2,0.66,1.85,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,18.33643,175,0.012290832,20783,46021936,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.99,1,1,0.19
6,10.9,5,0,1.96,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,15.33682,175,0.012290832,20784,46021937,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.97,1,1,0
6.3,11.1,12,0,6.02,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,20.33617,175,0.012290832,20785,46021938,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.93,1,1,0
4,12,21,0,1.84,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,5.50476,175,0.012290832,20786,46021939,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.87,1,1,0
5,12.4,4,0,2.74,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,16.50333,175,0.012290832,20787,46021940,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.98,1,1,0
6.4,11.4,5,0,1.83,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,22.16926,175,0.012290832,20788,46021944,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.97,1,1,0
6.5,11.4,11,0,2.32,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,18.50307,175,0.012290832,20789,46021945,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.93,1,1,0
6.4,11.3,13,0,3.15,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,19.3363,175,0.012290832,20790,46021946,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.92,1,1,0
6.3,11.5,15,0,3.51,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,19.00301,175,0.012290832,20791,46021947,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.91,1,1,0
4.1,12,5,0,2.11,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,7.67115,175,0.012290832,20792,46021948,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.97,1,1,0
4.1,12,11,0,2.09,0,0,49283,272.4394,2.83,0.2388736,8.422815,73.13515,0.1122706,1,0,7.00457,175,0.012290832,20793,46021949,6,1,23,2017,LAG_CFL_63,CFL,Contiguous Floodplain Lake,LAG,1,1,1,0.93,1,1,0
0.4,15.8,0,0.38,0.89,27,1,1918.958,16.32306,1.71,0.19719,1.339861,0,0,0,-3.84E-07,25.0126,401,3.351736317,13875,44003371,4,1,29,1997,P26_CFL_7,CFL,Contiguous Floodplain Lake,P26,0.2,0.2,1,1,0.2,0.2,1
1.5,12.9,0,0.57,0.71,14,0,1918.958,16.32306,1.71,0.19719,1.339861,0,0,0,-3.84E-07,32.04464,401,3.143671178,13918,44003399,4,1,31,1997,P26_CFL_7,CFL,Contiguous Floodplain Lake,P26,0.2,0.58,1,1,0.2,0.72,1
5.7,18.1,0,0.67,1.2,0,0,1918.958,16.32306,1.71,0.19719,1.339861,0,0,0,-3.84E-07,70.34982,98,1.489553321,14626,44009980,4,1,29,2002,P26_CFL_7,CFL,Contiguous Floodplain Lake,P26,0.2,1,1,1,0.2,1,1
3.6,16.2,0,0.65,1.4,0,0,1918.958,16.32306,1.71,0.19719,1.339861,0,0,0,-3.84E-07,104.882,110,1.52596472,14820,44012905,4,1,23,2006,P26_CFL_7,CFL,Contiguous Floodplain Lake,P26,0.2,0.93,1,1,0.2,0.95,1
3.4,15.3,0,0.65,1.5,0,0,1918.958,16.32306,1.71,0.19719,1.339861,0,0,0,-3.84E-07,82.3364,110,1.52596472,14822,44012906,4,1,23,2006,P26_CFL_7,CFL,Contiguous Floodplain Lake,P26,0.2,0.9,1,1,0.2,0.93,1
1.1,14.4,0,0.55,1.06,0,0,1918.958,16.32306,1.71,0.19719,1.339861,0,0,0,-3.84E-07,19.9667,176,2.259394336,14988,44013765,4,1,23,2007,P26_CFL_7,CFL,Contiguous Floodplain Lake,P26,0.2,0.52,1,1,0.2,0.68,1
4.5,19.8,0,0.67,1.4,0,0,1918.958,16.32306,1.71,0.19719,1.339861,0,0,0,-3.84E-07,37.72054,117,0.886164417,15541,44018987,4,1,29,2013,P26_CFL_7,CFL,Contiguous Floodplain Lake,P26,0.2,1,1,1,0.2,1,1
2.6,11.5,0,0.85,1.9,0,0,1393.202,4.249493,2.19,0.03334725,1.906516,0,1.726363,1,2.35E-10,14.5715,110,1.507759021,14883,44012949,4,1,24,2006,P26_CFL_8,CFL,Contiguous Floodplain Lake,P26,1,0.77,1,1,1,0.85,1
0.8,20,0,0.4,0.58,13,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,8.8065,362,2.41544319,13702,44000548,4,1,26,1994,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.4,1,1,0.6,0.4,1
0.2,20,0,0.1,0.64,20,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,11.2935,362,2.41544319,13703,44000549,4,1,26,1994,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.1,1,1,0.6,0.1,1
0.2,15.4,0,0.1,0.72,13,2,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,16.73465,361,1.307496324,13817,44002286,4,1,31,1996,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.1,1,1,0.6,0.1,1
1,14.5,0,0.67,0.74,12,2,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,16.56035,361,1.307496324,13818,44002287,4,1,31,1996,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.5,1,1,0.6,0.67,1
0.8,18.3,0,0.4,0.46,19,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,10.94852,401,2.779557184,13857,44003349,4,1,28,1997,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.4,1,1,0.6,0.4,1
0.9,13.5,0,0.63,0.8,20,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,10.28512,401,2.779557184,13858,44003353,4,1,28,1997,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.45,1,1,0.6,0.63,1
1.3,14.6,0,0.7,0.61,19,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,7.49884,401,2.779557184,13860,44003355,4,1,28,1997,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.55,1,1,0.6,0.7,1
1,18.8,0,0.67,0.68,20,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,15.99036,401,2.779557184,13861,44003356,4,1,28,1997,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.5,1,1,0.6,0.67,1
1,12.8,0,0.67,0.97,3,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,3.1015,86,2.753549042,14021,44004585,4,1,26,1998,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.5,1,1,0.6,0.67,1
5.7,12,0,0.88,0.7,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,8.24984,86,2.701532757,14093,44004638,4,1,30,1998,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,1,1,1,0.6,1,1
6,12.9,0,0.88,0.5,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,11.3912,86,2.701532757,14095,44004640,4,1,30,1998,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,1,1,1,0.6,1,1
6.3,12,0,0.88,0.8,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,6.5919,86,2.701532757,14096,44004644,4,1,30,1998,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,1,1,1,0.6,1,1
6.2,12,0,0.88,1,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,5.02122,86,2.701532757,14097,44004645,4,1,30,1998,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,1,1,1,0.6,1,1
0.8,22.2,2,0.5,0.75,16,1,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,22.33078,461,1.843264058,14333,44008599,4,1,22,2001,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.4,1,0.99,0.6,0.4,0.19
1.2,25,1,0.65,0.69,24,1,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,36.93151,461,1.843264058,14335,44008600,4,1,22,2001,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.53,1,0.99,0.6,0.69,0.4
1,25,0,0.71,0.5,22,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,24.97046,461,1.843264058,14337,44008604,4,1,22,2001,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.5,1,1,0.6,0.67,1
1.8,25,0,0.75,0.26,20,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,28.02259,461,1.843264058,14339,44008605,4,1,22,2001,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.63,1,1,0.6,0.75,1
1.2,18.3,1,0.685,0.48,18,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,4.10049,461,1.843264058,14341,44008607,4,1,22,2001,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.53,1,0.99,0.6,0.69,0.4
1.3,25,1,0.67,0.62,20,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,16.55648,461,1.843264058,14343,44008608,4,1,22,2001,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.55,1,0.99,0.6,0.7,0.4
1.5,25,1,0.69,0.56,19,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,21.09343,461,1.843264058,14345,44008609,4,1,22,2001,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.58,1,0.99,0.6,0.72,0.4
3.7,16,10,0,0.55,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,32.86688,98,1.195661312,14463,44009818,4,1,22,2002,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.95,1,0.94,0.6,0.97,0
4,15.5,8,0,0.53,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,31.9508,98,1.195661312,14464,44009819,4,1,22,2002,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,1,1,0.95,0.6,1,0
4.6,15,1,0.7,0.42,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,32.63786,98,1.195661312,14465,44009820,4,1,22,2002,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,1,1,0.99,0.6,1,0.4
4.3,15.4,0,0.88,0.45,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,42.10402,98,1.195661312,14467,44009822,4,1,22,2002,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,1,1,1,0.6,1,1
3.7,15.1,0,0.87,0.75,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,35.99682,98,1.195661312,14469,44009824,4,1,22,2002,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.95,1,1,0.6,0.97,1
0.8,10.9,0,0.59,0.7,6,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,2.51139,202,4.860208576,14747,44012071,4,1,26,2005,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.4,1,1,0.6,0.4,1
0.9,11.1,0,0.7,0.58,3,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,2.19303,202,4.860208576,14749,44012072,4,1,26,2005,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.45,1,1,0.6,0.63,1
1.6,12.4,0,0.765,0.69,4,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,2.08691,202,4.860208576,14752,44012074,4,1,26,2005,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.6,1,1,0.6,0.73,1
2.8,9.4,0,0.825,0.66,1,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,2.72363,202,4.860208576,14754,44012075,4,1,26,2005,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.8,1,1,0.6,0.87,1
2.5,10.1,0,0.81,0.52,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,4.42155,202,4.860208576,14757,44012077,4,1,26,2005,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.75,1,1,0.6,0.83,1
1.1,12,0,0.695,0.7,3,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,2.08691,202,4.860208576,14759,44012079,4,1,26,2005,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.52,1,1,0.6,0.68,1
3.7,16.7,0,0.87,0.66,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,110.9027,110,1.52596472,14853,44012926,4,1,23,2006,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.95,1,1,0.6,0.97,1
3.7,16.9,0,0.87,0.75,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,101.9357,110,1.52596472,14855,44012927,4,1,23,2006,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.95,1,1,0.6,0.97,1
3.6,16.2,0,0.86,0.55,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,115.6424,110,1.52596472,14857,44012928,4,1,23,2006,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.93,1,1,0.6,0.95,1
3.6,16.6,0,0.86,0.52,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,122.4317,110,1.52596472,14859,44012929,4,1,23,2006,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.93,1,1,0.6,0.95,1
3.6,15.2,0,0.86,0.86,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,118.0763,110,1.52596472,14860,44012930,4,1,23,2006,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.93,1,1,0.6,0.95,1
3.4,16,0,0.85,0.92,0,0,5775.671,79.65026,2.61,0.4304196,1.825593,0,0,0,0,115.13,110,1.52596472,14863,44012932,4,1,23,2006,P26_CFL_9,CFL,Contiguous Floodplain Lake,P26,0.6,0.9,1,1,0.6,0.93,1
